CODIGOMATERIA,CLASIFMATERIA,MATERIA,ANIO,TERMINO,DIFICULTAD
NUTG2029,G,EVALUACIÓN DEL ESTADO NUTRICIONAL I,2020,0S,"8,31"
NUTG2030,G,EVALUACIÓN DEL ESTADO NUTRICIONAL II,2020,0S,"8,05"
NUTG2031,T,MATERIA INTEGRADORA DE NUTRICIÓN Y DIETÉTICA,2020,0S,"8,63"
NUTG2032,G,NUTRICIÓN CLÍNICA I,2020,0S,"7,52"
NUTG2033,G,NUTRICIÓN CLÍNICA II,2020,0S,"7,80"
NUTG2034,G,NUTRICIÓN CLÍNICA III,2020,0S,"8,77"
NUTG2035,G,NUTRICIÓN DEPORTIVA,2020,0S,"8,05"
NUTG2036,G,NUTRICIÓN EN EL CICLO DE LA VIDA I,2020,0S,"7,59"
NUTG2037,G,NUTRICIÓN EN EL CICLO DE LA VIDA II,2020,0S,"7,97"
NUTG2038,G,TENDENCIAS EN NUTRICIÓN,2020,0S,"8,90"
NUTG2039,G,SERVICIOS DE ALIMENTACIÓN,2020,0S,"7,22"
NUTG2040,G,TOXICOLOGÍA NUTRICIONAL Y ALIMENTARIA,2020,0S,"8,66"
NUTG2041,G,NUTRICIÓN HUMANA Y METABOLISMO,2020,0S,"8,20"
NUTG2042,G,TÉCNICAS DIETÉTICAS,2020,0S,"7,23"
NUTG2043,G,TÉCNICAS CULINARIAS,2020,0S,"7,22"
OCEG1007,G,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,2017,1S,"8,27"
OCEG1009,G,PUERTOS I,2017,1S,"7,26"
OCEG1010,G,PUERTOS II,2017,1S,"8,58"
OCEG1015,G,DRAGADOS,2017,1S,"6,78"
OCEG1019,G,OCEANOGRAFÍA PESQUERA,2017,1S,"7,86"
OCEG1022,G,CLIMA Y SOCIEDAD,2017,1S,"6,86"
OCEG1027,G,MANEJO DE RECURSOS COSTEROS II,2018,1S,"7,91"
OCEG1028,G,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,2020,0S,"8,15"
OCEG1029,G,BIOGEOQUÍMICA MARINA,2020,0S,"7,87"
OCEG1030,G,CLIMATOLOGÍA Y METEOROLOGÍA,2020,0S,"7,20"
OCEG1031,G,CONSTRUCCIÓN DE OBRAS PORTUARIAS,2020,0S,"8,43"
OCEG1032,G,CONTAMINACIÓN MARINA,2020,0S,"8,49"
OCEG1033,G,DIMENSIONAMIENTO PORTUARIO,2020,0S,"8,31"
OCEG1034,G,DISEÑO COSTERO,2020,0S,"8,14"
OCEG1035,G,FUNDAMENTOS DE INGENIERÍA OCEANOGRÁFICA,2020,0S,"7,43"
OCEG1036,G,GEOLOGÍA MARINA,2020,0S,"8,75"
OCEG1037,G,GESTIÓN DE DRAGADOS,2020,0S,"7,36"
OCEG1038,G,GESTIÓN DE ZONAS MARINO-COSTERAS,2020,0S,"7,92"
OCEG1039,G,IMPACTO AMBIENTAL MARINO-COSTERO,2020,0S,"8,02"
OCEG1040,G,PLANIFICACIÓN DE DRAGADOS,2020,0S,"7,08"
OCEG1043,T,MATERIA INTEGRADORA DE OCEANOGRAFÍA,2020,0S,"8,90"
OCEG1044,G,TÉCNICAS DE MANEJO COSTERO,2020,0S,"7,91"
OCEG1045,G,PLANIFICACIÓN Y CONSTRUCCIÓN,2020,0S,"6,49"
OCEG1046,G,PROCESOS ESTUARINOS,2020,0S,"7,87"
OCEG1047,G,MODELAJE COSTERO,2020,0S,"8,21"
OCEG1048,G,OCEANOGRAFÍA COSTERA,2020,0S,"7,09"
OCEG1049,G,ONDAS MARINAS,2020,0S,"7,83"
OCEG1050,G,OCEANOGRAFÍA FÍSICA,2020,0S,"7,78"
OCEG1051,G,OCEANOGRAFÍA DESCRIPTIVA,2020,0S,"7,37"
OCET3002,G,OCEANOGRAFÍA,2025,0S,"8,10"
PETG1020,G,COMPLETACIÓN Y REACONDICIONAMIENTO DE POZOS,2020,0S,"8,00"
PETG1021,G,INGENIERÍA DE PRODUCCIÓN I,2020,0S,"8,08"
PETG1022,G,INGENIERÍA DE PRODUCCIÓN II,2020,0S,"8,14"
PETG1023,G,INGENIERÍA DE YACIMIENTOS I,2020,0S,"7,12"
PETG1024,G,INGENIERÍA DE YACIMIENTOS II,2020,0S,"7,39"
PETG1025,G,PERFORACIÓN,2020,0S,"7,88"
PETG1026,G,PERFORACIÓN DIRECCIONAL,2020,0S,"8,78"
PETG1027,G,PETROFÍSICA,2020,0S,"7,12"
PETG1028,G,SIMULACIÓN DE RESERVORIOS,2020,0S,"7,63"
PETG1030,G,EVALUACIÓN DE FORMACIONES I,2020,0S,"7,79"
PETG1031,G,PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,2020,0S,"8,41"
PETG1032,G,INTRODUCCIÓN A LA INDUSTRIA HIDROCARBURÍFERA,2020,0S,"8,56"
PETG1033,T,MATERIA INTEGRADORA PARA PETRÓLEOS,2020,0S,"9,46"
PETG1034,G,EVALUACIÓN DE FORMACIONES II,2020,0S,"7,85"
PRTAL00455,G,ESTADÍSTICA,2013,1S,"7,06"
PRTAL00489,G,TERMODINÁMICA (PRTAL),2013,1S,"6,50"
PRTAL00521,G,QUÍMICA DE  ALIMENTOS,2013,1S,"6,25"
PRTAL00638,G,ANÁLISIS DE ALIMENTOS I,2013,1S,"7,54"
PRTAL00687,G,SANIDAD E HIGIENE INDUSTRIAL,2013,1S,"7,09"
PRTAL00695,G,ANÁLISIS DE ALIMENTOS II,2013,1S,"8,02"
PRTAL00729,G,TECNOLOGÍA DE INGREDIENTES,2013,1S,"6,27"
PRTAL00760,G,CONTROL DE CALIDAD,2013,1S,"6,07"
PRTAL00828,G,MICROBIOLOGÍA DE ALIMENTOS I,2013,1S,"6,21"
PRTAL00836,G,ADMINISTRACIÓN DE LA PRODUCCIÓN,2013,1S,"7,34"
PRTAL00844,G,MICROBIOLOGÍA DE ALIMENTOS II,2013,1S,"6,91"
PRTAL00919,G,QUÍMICA APLICADA,2014,1S,"6,99"
PRTAL00935,G,BIOQUÍMICA DE ALIMENTOS,2013,1S,"6,89"
PRTAL00943,G,BIOTECNOLOGÍA DE ALIMENTOS,2013,1S,"7,04"
PRTAL00950,G,NUTRICIÓN,2013,1S,"6,96"
PRTAL00984,G,INTRODUCCIÓN A LA FÍSICA,2013,1S,"6,46"
PRTAL00992,G,TECNOLOGÍA DE ALIMENTOS I (2005),2013,1S,"7,63"
PRTAL01016,G,ENVASES Y EMBALAJES (PRTAL),2013,1S,"8,26"
PRTAL01024,G,CALIDAD EN GESTIÓN APLICADA A ALIMENTOS,2013,1S,"8,06"
PRTAL01040,G,TECNOLOGÍA DE LÁCTEOS,2013,1S,"7,49"
PRTAL01057,G,TECNOLOGÍA DE CÁRNICOS,2013,1S,"7,72"
PRTAL01115,G,TECNOLOGÍA DE ALIMENTOS II (2006),2013,1S,"7,78"
PRTAL01123,G,PROCESOS I (2006),2013,1S,"7,37"
PRTAL01131,G,PROCESOS II (2006),2013,1S,"7,64"
PRTAL01149,G,TECNOLOGÍA DE ALIMENTOS III (2006),2013,1S,"8,04"
PRTAL01156,G,TECNOLOGÍA DE ALIMENTOS IV (2006),2013,1S,"7,95"
PRTAL01164,G,MORFOFISIOLOGÍA,2013,1S,"8,22"
PRTAL01172,G,NUTRICIÓN HUMANA,2013,1S,"8,14"
PRTAL01180,G,EVALUACIÓN DEL ESTADO NUTRICIONAL,2013,1S,"7,68"
PRTAL01198,G,DIETOTERAPIA I,2013,1S,"7,59"
PRTAL01206,G,PLANEACIÓN ALIMENTARIA,2013,1S,"7,81"
PRTAL01214,G,SALUD PÚBLICA,2013,1S,"8,53"
PRTAL01222,G,TOXICOLOGÍA DE LOS ALIMENTOS,2013,1S,"7,31"
PRTAL01230,G,DIETOTERAPIA II,2013,1S,"7,70"
PRTAL01248,G,ADMINISTRACIÓN DE SERVICIOS DE ALIMENTACIÓN,2013,1S,"6,95"
PRTAL01255,G,PSICOLOGÍA Y NUTRICIÓN,2013,1S,"8,51"
PRTAL01263,G,NUTRICIÓN INFANTIL,2013,1S,"8,24"
PRTAL01271,G,ENFERMEDADES DE GRAN PREVALENCIA,2013,1S,"7,95"
PRTAL01289,G,FITOTERAPIA,2013,1S,"7,81"
PRTAL01297,G,COMUNICACIÓN SOCIAL Y NUTRICIÓN,2014,1S,"8,69"
PRTAL01313,G,FARMACOLOGÍA Y NUTRICIÓN,2013,1S,"7,72"
PRTAL01321,G,BIOESTADÍSTICA APLICADA A LA NUTRICIÓN,2013,1S,"7,96"
PRTCO00927,G,ANÁLISIS DE SISTEMAS,2013,1S,"6,01"
PRTCO00935,G,ESTRUCTURA DE DATOS,2013,1S,"5,89"
PRTCO00968,G,FUNDAMENTOS DE PROGRAMACIÓN,2013,1S,"4,03"
PRTCO01032,G,ORGANIZACIÓN DE COMPUTADORES,2013,1S,"6,03"
PRTCO01040,G,INVESTIGACIÓN DE OPERACIONES,2013,1S,"5,08"
PRTCO01156,G,INTRODUCCIÓN A REDES DE COMPUTADORAS,2013,1S,"6,32"
PRTCO01206,G,INFORMÁTICA BÁSICA,2013,1S,"6,24"
PRTCO01230,G,TÉCNICAS DE DOCUMENTACIÓN E INVESTIGACIÓN,2013,1S,"6,58"
PRTCO01248,G,CONTABILIDAD II (1998-3),2013,1S,"5,69"
PRTCO01271,G,BASE DE DATOS,2013,1S,"6,57"
PRTCO01479,G,FUNDAMENTOS DEL DISEÑO GRÁFICO,2013,1S,"6,82"
PRTCO01495,G,HISTORIA DEL ARTE,2013,1S,"6,91"
PRTCO01552,G,TIPOGRAFÍA,2013,1S,"6,42"
PRTCO01586,G,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,2013,1S,"7,24"
PRTCO02162,G,PSICOLOGÍA DEL COLOR,2013,1S,"7,12"
PRTCO02212,G,SISTEMAS OPERATIVOS,2013,1S,"7,51"
PRTCO02246,G,SOFTWARE DE ILUSTRACIÓN,2013,1S,"7,17"
PRTCO02261,G,AEROGRAFÍA,2014,1S,"6,99"
PRTCO02295,G,TÉCNICAS DE IMPRESIÓN,2013,1S,"8,03"
PRTCO02311,G,PRINCIPIOS DE ANIMACIÓN,2013,1S,"7,84"
PRTCO02329,G,SOFTWARE DE DIAGRAMACIÓN,2013,1S,"7,91"
PRTCO02345,G,PUBLICIDAD,2013,1S,"7,97"
PRTCO02394,G,MATEMÁTICAS APLICADAS,2013,1S,"6,08"
PRTCO02402,G,MARKETING,2013,1S,"7,47"
PRTCO02527,G,APRECIACIÓN CINEMATOGRÁFICA,2013,1S,"7,67"
PRTCO02535,G,TECNOLOGÍA Y VIDEO DIGITAL,2013,1S,"7,71"
PRTCO02543,G,DISEÑO DE SONIDO,2013,1S,"7,62"
PRTCO02550,G,ESTRATEGIA DE MERCADO,2013,1S,"7,13"
PRTCO02576,G,VIDEOGRAFÍA,2013,1S,"8,10"
PRTCO02592,G,COMPOSICIÓN DE GUIONES,2013,1S,"7,89"
PRTCO02642,G,DIRECCIÓN ESCÉNICA,2013,1S,"8,95"
PRTCO02733,G,SOFTWARE DE MÚSICA Y AUDIO,2013,1S,"7,10"
PRTCO02741,G,PRODUCCIÓN AUDIOVISUAL,2013,1S,"7,93"
PRTCO02758,G,EDICIÓN Y EFECTOS ESPECIALES,2013,1S,"8,08"
PRTCO02774,G,NARRACIÓN AUDIOVISUAL,2013,1S,"8,08"
PRTCO02824,G,FORMULAC. Y EVALUACIÓN DE PROYECTOS,2013,1S,"7,24"
PRTCO02881,G,SEMIÓTICA Y COMUNICACIÓN,2013,1S,"7,25"
PRTCO02899,G,TALLER DE CREATIVIDAD,2013,1S,"7,70"
PRTCO02907,G,HISTORIA DEL DISEÑO,2013,1S,"7,11"
PRTCO02915,G,ARTE Y DIAGRAMACIÓN,2013,1S,"7,46"
PRTCO02923,G,FOTOGRAFÍA,2013,1S,"7,56"
PRTCO02931,G,DISEÑO DE SITIOS WEB,2013,1S,"6,95"
PRTCO02949,G,COMPOSICIÓN DIGITAL,2013,1S,"7,40"
PRTCO02956,G,IMAGEN CORPORATIVA,2013,1S,"7,30"
PRTCO02972,G,MULTIMEDIA,2013,1S,"6,87"
PRTCO02980,G,PRE-PRENSA,2013,1S,"7,93"
PRTCO02998,G,MODELADO Y ANIMACIÓN 3D,2013,1S,"6,91"
PRTCO03004,G,FUNDAMENTOS DE PROGRAMACIÓN ORIENTADO A OBJETOS,2013,1S,"5,54"
PRTCO03020,G,MATEMÁTICAS FINANCIERA,2013,1S,"5,17"
PRTCO03046,G,PROGRAMACIÓN DE SITIOS WEB,2013,1S,"6,69"
PRTCO03061,G,PROGRAMACIÓN AVANZADA ORIENTADA A OBJETOS,2013,1S,"5,46"
PRTCO03087,G,PROGRAMACIÓN VISUAL,2013,1S,"5,70"
PRTCO03137,G,ADMINISTRACIÓN DE SERVIDORES,2013,1S,"6,96"
PRTCO03152,G,ADM. PROGRAMACIÓN DE B.D. SQL-SERVER,2013,1S,"6,99"
PRTCO03160,G,ADMINISTRACIÓN Y PROGRAMACIÓN DE B.D. ORACLE,2013,1S,"5,71"
PRTCO03186,G,APLICACIONES DISTRIBUIDAS,2013,1S,"7,14"
PRTCO03194,G,SISTEMAS INTEGRADOS,2013,1S,"7,08"
PRTCO03202,G,SERVICIOS WEB,2013,1S,"6,99"
PRTCO03210,G,SOFTWARE MULTIMEDIA,2014,1S,"7,66"
PRTCO03244,G,METODOLOGÍA DE DESARROLLO DE SOFTWARE,2013,1S,"7,95"
PRTCO03442,G,SISTEMAS OPERATIVOS (2005),2013,1S,"6,47"
PRTCO03459,G,DISEÑO DE SISTEMAS (2005/3),2013,1S,"6,43"
PRTCO03483,G,INVESTIGACIÓN Y DOCUMENTACIÓN DE PROYECTOS,2013,1S,"7,00"
PRTCO03509,G,SEGURIDADES DE SOFTWARE,2013,1S,"7,60"
PRTEL01735,G,MAQUINARIA Y CONTROLES ELÉCTRICOS I,2013,1S,"6,80"
PRTEL01743,G,DIBUJO EN COMPUTADORA,2013,1S,"8,20"
PRTEL01750,G,TÉCNICA EMPRESARIAL,2013,1S,"6,49"
PRTEL01768,G,ELECTRÓNICA ANALÓGICA,2013,1S,"6,36"
PRTEL01776,G,ELECTRÓNICA DIGITAL,2013,1S,"6,64"
PRTEL01784,G,MAQUINARIA Y CONTROLES ELÉCTRICOS II,2013,1S,"6,82"
PRTEL01800,G,ELECTRÓNICA DE POTENCIA,2013,1S,"6,41"
PRTEL01818,G,MICROCONTROLADORES (2006),2013,1S,"6,71"
PRTEL01826,G,MANTENIMIENTO DE LA MAQUINARIA ELÉCTRICA,2013,1S,"8,19"
PRTEL01834,G,ILUMINACIÓN Y CLIMATIZACIÓN,2013,1S,"7,90"
PRTEL01842,G,INSTRUMENTACIÓN,2013,1S,"6,97"
PRTEL01859,G,CONTROL PROGRAMABLE,2013,1S,"7,19"
PRTEL01867,G,INSTALACIONES INDUSTRIALES(2006),2013,1S,"7,15"
PRTEL01875,G,SISTEMAS DE POTENCIA,2013,1S,"7,40"
PRTEL01917,G,AUDIO ANALÓGICO Y DIGITAL,2013,1S,"7,65"
PRTEL01925,G,APLICACIONES DEL MICROCONTROLADOR,2013,1S,"7,60"
PRTEL01941,G,VIDEO ANALÓGICO Y DIGITAL,2013,1S,"8,15"
PRTEL01990,G,SISTEMAS DE TELEFONÍA FIJA,2013,1S,"7,24"
PRTEL02014,G,SISTEMAS OPERATIVOS,2013,1S,"7,91"
PRTEL02048,G,SISTEMAS DE TELEFONÍA MÓVIL,2013,1S,"6,91"
PRTEL02063,G,REDES AVANZADAS,2013,1S,"7,89"
PRTEL02071,G,MEDICIONES ELÉCTRICAS (2006),2013,1S,"7,19"
PRTEL02089,G,MICROCOMPUTADORES,2013,1S,"7,12"
PRTEL02097,G,DISEÑO DE CABLEADO ESTRUCTURADO,2013,1S,"8,26"
PRTEL02717,G,ELEMENTOS DE MÁQUINAS,2013,1S,"8,13"
PRTEL02923,G,ADMINISTRACIÓN DE SERVIDORES WEB,2013,1S,"8,18"
PRTEL02949,G,MICROONDAS Y SISTEMAS SATELITALES,2013,1S,"8,49"
PRTME00455,G,PROCESOS DE MANUFACTURA I,2014,1S,"6,79"
PRTME00554,G,RESISTENCIA DE  MATERIALES,2014,1S,"6,79"
PRTME00570,G,PROCESOS DE MANUFACTURA III,2013,1S,"6,59"
PRTME00612,G,PRODUCTIVIDAD INDUSTRIAL,2013,1S,"6,32"
PRTME00646,G,ESTIMACIÓN DE COSTOS,2013,1S,"6,35"
PRTME00729,G,MECÁNICA APLICADA,2013,1S,"6,03"
PRTME00745,G,CINEMÁTICA DE LA MAQUINARIA,2013,1S,"5,94"
PRTME00752,G,TERMOFLUIDOS,2013,1S,"5,36"
PRTME00778,G,OLEOHIDRÁULICA Y NEUMÁTICA,2013,1S,"6,38"
PRTME00786,G,RELACIONES DE TRABAJO,2013,1S,"6,82"
PRTME01040,G,SISTEMA DE ENCENDIDO,2013,1S,"7,52"
PRTME01065,G,CLIMATIZACIÓN,2013,1S,"7,19"
PRTME01081,G,MOTORES DE COMBUSTIÓN INTERNA,2013,1S,"6,40"
PRTME01107,G,TECNOLOGÍA SISTEMA DEL BASTIDOR,2013,1S,"7,13"
PRTME01149,G,TALLER IV (MOTORES),2013,1S,"6,90"
PRTME01206,G,MATEMÁTICAS (2006),2013,1S,"6,29"
PRTME01222,G,MANTENIMIENTO MECÁNICO I (2006),2013,1S,"7,00"
PRTME01230,G,MANTENIMIENTO MECÁNICO II (2006),2013,1S,"7,52"
PRTME01248,G,MANTENIMIENTO MECÁNICO III (2006),2013,1S,"7,18"
PRTME01255,G,PLANEACIÓN Y CONTROL (PRTMEC 2006),2013,1S,"7,12"
PRTME01263,G,SISTEMAS DE CALIDAD,2013,1S,"6,03"
PRTME01289,G,MATERIALES PLÁSTICOS,2013,1S,"7,77"
PRTME01297,G,DISEÑO DE HERRAMIENTAS,2013,1S,"4,33"
PRTME01313,G,SISTEMAS DE EXTRACCIÓN DE CONTAMINANTES,2013,1S,"6,80"
PRTME01354,G,TALLER V (ENCENDIDO ALIMENTACIÓN EMISIÓN),2013,1S,"7,49"
PRTME01362,G,SISTEMAS DE ALIMENTACIÓN CONTROL DE EMISIONES,2013,1S,"7,15"
PRTME01677,G,MOLDES Y MATRICES,2013,1S,"6,47"
PRTME01693,G,GESTIÓN DE PROYECTOS,2013,1S,"7,30"
PRTME01701,G,INYECCIÓN DE TERMOPLÁSTICOS I,2013,1S,"4,81"
PRTME01719,G,PROCESOS ESPECIALES DE TRANSFORMACIÓN,2013,1S,"7,18"
PRTME01727,G,TECNOLOGÍA DE ENVASES PLÁSTICOS,2014,1S,"7,50"
PRTME01735,G,EMPAQUES PLÁSTICOS,2013,1S,"8,13"
PRTME01743,G,SISTEMAS ELECTROMECÁNICOS,2014,1S,"7,96"
PRTME01750,G,RECICLAJE DE PLÁSTICOS,2014,1S,"7,72"
PRTP01230,G,MANIOBRA Y GOBIERNO DE BUQUE PESQUERO,2013,1S,"7,47"
PRTP01248,G,NAVEGACION COSTERA,2014,1S,"6,12"
PRTP01396,G,MANIPULACIÓN Y ESTIBA DE CAPTURA,2013,1S,"7,24"
PRTP01446,G,SEGURIDAD E HIGIENE INDUSTRIAL,2013,1S,"7,57"
PRTP01529,G,SISTEMAS Y EQUIPOS DE PESCA I,2013,1S,"5,88"
PRTP01545,G,SISTEMAS Y EQUIPOS DE PESCA II,2013,1S,"6,68"
PRTP01586,G,PROCESOS EN PLANTA II,2013,1S,"7,09"
PRTP01594,G,MANEJO ACUÍCOLA II,2013,1S,"7,44"
PRTP01636,G,NAVEGACIÓN CELESTE,2013,1S,"7,96"
QUIG1001,G,QUÍMICA GENERAL,2016,1S,"6,53"
QUIG1032,G,QUÍMICA GENERAL,2020,0S,"6,55"
QUIG1033,G,QUÍMICA INORGÁNICA,2020,0S,"7,65"
QUIG1034,G,FISICOQUÍMICA,2020,0S,"7,80"
QUIG1035,G,QUÍMICA ORGÁNICA,2020,0S,"7,33"
QUIG1036,G,QUÍMICA ORGÁNICA I,2020,0S,"7,07"
QUIG1037,G,BALANCE DE MATERIA Y ENERGÍA,2020,0S,"6,41"
QUIG1038,G,QUÍMICA ORGÁNICA II,2020,0S,"7,39"
QUIG1039,G,FENÓMENOS DE TRANSPORTE DE MOMENTUM,2020,0S,"7,42"
QUIG1040,G,QUÍMICA ANALÍTICA E INSTRUMENTAL,2020,0S,"6,99"
QUIG1041,G,FENÓMENOS DE TRANSPORTE DE CALOR,2020,0S,"7,45"
QUIG1042,G,FENÓMENOS DE TRANSPORTE DE MASA,2020,0S,"7,01"
QUIG1043,G,CINÉTICA Y REACTORES,2020,0S,"7,12"
QUIG1044,G,OPERACIONES UNITARIAS I,2020,0S,"7,30"
QUIG1045,G,OPERACIONES UNITARIAS II,2020,0S,"7,47"
QUIG1046,G,DINÁMICA DE PROCESOS Y CONTROL,2020,0S,"7,36"
QUIG1047,G,DISEÑO DE PLANTAS,2020,0S,"7,64"
QUIG1050,T,MATERIA INTEGRADORA DE INGENIERÍA QUÍMICA,2020,0S,"8,93"
SOFG1006,G,DESARROLLO DE APLICACIONES WEB Y MÓVILES,2020,0S,"7,80"
SOFG1007,G,INGENIERÍA DE SOFTWARE I,2020,0S,"8,06"
SOFG1008,G,INGENIERÍA DE SOFTWARE II,2020,0S,"7,62"
SOFG1009,G,LENGUAJES DE PROGRAMACIÓN,2020,0S,"8,00"
TELG1027,G,CIRCUITOS DE ALTA FRECUENCIA Y MICROONDAS,2020,0S,"7,05"
TELG1028,G,COMUNICACIONES INALÁMBRICAS,2020,0S,"7,30"
TELG1029,G,DISEÑO DE APLICACIONES EN TELECOMUNICACIONES,2020,0S,"7,97"
TELG1030,G,DISEÑO DE REDES CONMUTADAS,2020,0S,"7,02"
TELG1031,G,FIBRAS ÓPTICAS,2020,0S,"8,24"
TELG1032,G,INTRODUCCIÓN A LAS TELECOMUNICACIONES,2020,0S,"7,00"
TELG1033,T,MATERIA INTEGRADORA DE TELECOMUNICACIONES,2020,0S,"8,97"
TELG1034,G,PROCESAMIENTO DIGITAL DE SEÑALES,2020,0S,"7,96"
TELG1035,G,PROPAGACIÓN,2020,0S,"7,63"
TELG1037,G,SEÑALES Y SISTEMAS,2020,0S,"6,67"
TELG1038,G,SISTEMAS DE COMUNICACIONES I,2020,0S,"7,04"
TELG1039,G,SISTEMAS DE COMUNICACIONES II,2020,0S,"7,26"
TELG1040,G,SISTEMAS DE REDES,2020,0S,"8,08"
TELG1042,G,TRANSMISIÓN DE SERVICIOS MULTIMEDIA,2020,0S,"7,85"
TICG1001,G,SISTEMA DE BASES DE DATOS,2017,1S,"7,12"
TICG1018,G,SISTEMA DE BASES DE DATOS,2020,0S,"6,93"
TICG1802,G,SISTEMA DE BASES DE DATOS,2025,0S,"8,25"
TLMG1001,G,REDES DE DATOS,2017,1S,"7,69"
TLMG1005,G,CALIDAD DE SERVICIOS DE RED,2017,1S,"7,36"
TLMG1007,G,GESTIÓN DE INFRAESTRUCTURA Y SERVICIOS TI,2018,1S,"5,94"
TLMG1022,G,ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,2020,0S,"7,37"
TLMG1025,G,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,2020,0S,"8,28"
TLMG1026,G,CIBERSEGURIDAD Y GESTIÓN DE REDES,2020,0S,"8,33"
TLMG1027,G,COMUNICACIÓN DIGITAL DE DATOS,2020,0S,"7,85"
TLMG1028,G,EVALUACIÓN Y SIMULACIÓN DE REDES,2020,0S,"7,15"
TLMG1029,G,GESTIÓN DE INFRAESTRUCTURA Y SERVICIOS TI,2020,0S,"8,62"
TLMG1030,G,INTERNETWORKING,2020,0S,"7,63"
TLMG1031,T,MATERIA INTEGRADORA DE TELEMÁTICA,2020,0S,"8,69"
TLMG1032,G,REDES DE DATOS,2020,0S,"7,99"
TLMG1033,G,REDES INALÁMBRICAS Y DE SENSORES,2020,0S,"8,08"
TLMG1034,G,SISTEMAS EN LA NUBE,2020,0S,"7,45"
TLMG1035,G,TELEMETRÍA Y SISTEMAS CIBERFÍSICOS,2020,0S,"7,95"
TLMG1036,G,TELEMÁTICA Y TRANSFORMACIÓN DIGITAL,2020,0S,"7,61"
TLMG1037,G,PROGRAMACIÓN DE SISTEMAS TELEMÁTICOS,2020,0S,"8,16"
TURG2018,G,AGENCIAS DE VIAJE,2020,0S,"7,62"
TURG2019,G,ALIMENTOS Y BEBIDAS,2020,0S,"7,44"
TURG2020,G,CONGRESOS Y EVENTOS,2021,0S,"9,01"
TURG2021,G,CONSERVACIÓN Y MANEJO AMBIENTAL EN TURISMO,2020,0S,"8,54"
TURG2022,G,DERECHO TURÍSTICO Y AMBIENTAL,2020,0S,"7,54"
TURG2023,G,DESARROLLO SOSTENIBLE DEL TURISMO,2020,0S,"8,65"
TURG2024,G,FUNDAMENTOS DE PLANIFICACIÓN TURÍSTICA,2020,0S,"6,05"
TURG2029,T,MATERIA INTEGRADORA DE TURISMO,2020,0S,"8,90"
TURG2030,G,GESTIÓN HOTELERA,2020,0S,"7,96"
TURG2031,G,MARKETING TURÍSTICO,2020,0S,"7,47"
TURG2032,G,MÉTODOS DE INVESTIGACIÓN EN TURISMO,2020,0S,"7,76"
TURG2033,G,PLANIFICACIÓN DE ESPACIOS TURÍSTICOS,2020,0S,"7,47"
TURG2034,G,PATRIMONIO NATURAL Y CULTURAL,2020,0S,"8,09"
TURG2035,G,GEOGRAFÍA TURÍSTICA,2020,0S,"6,48"
TURG2036,G,TEORÍA DEL TURISMO,2020,0S,"7,51"
TURG2037,G,OPERACIÓN TURÍSTICA,2020,0S,"7,91"
